filename,category,score,path
79432080.pdf,ARTS,10.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\79432080.pdf
94047639.pdf,CHEF,10.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\94047639.pdf
27030979.pdf,HEALTHCARE,10.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\27030979.pdf
26496059.pdf,DESIGNER,10.6,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\26496059.pdf
56151548.pdf,APPAREL,10.59,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\56151548.pdf
19149865.pdf,BANKING,10.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\19149865.pdf
23398733.pdf,CHEF,10.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\23398733.pdf
11441764.pdf,FINANCE,10.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\11441764.pdf
26994282.pdf,SALES,10.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\26994282.pdf
70198580.pdf,AVIATION,10.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\70198580.pdf
24710433.pdf,PUBLIC-RELATIONS,10.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\24710433.pdf
21570485.pdf,APPAREL,10.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\21570485.pdf
30713796.pdf,BANKING,10.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\30713796.pdf
11187796.pdf,ARTS,10.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\11187796.pdf
41523474.pdf,HR,10.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\41523474.pdf
26160200.pdf,DIGITAL-MEDIA,10.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\26160200.pdf
11209758.pdf,CHEF,10.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\11209758.pdf
11266906.pdf,BANKING,10.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\11266906.pdf
25207620.pdf,INFORMATION-TECHNOLOGY,10.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\25207620.pdf
85918100.pdf,SALES,10.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\85918100.pdf
29406313.pdf,BANKING,10.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\29406313.pdf
32067700.pdf,TEACHER,10.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\32067700.pdf
25462793.pdf,ACCOUNTANT,10.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\25462793.pdf
37375999.pdf,PUBLIC-RELATIONS,10.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\37375999.pdf
51769822.pdf,HR,10.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\51769822.pdf
23139437.pdf,ARTS,10.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\23139437.pdf
14667659.pdf,PUBLIC-RELATIONS,10.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\14667659.pdf
27120528.pdf,BANKING,10.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\27120528.pdf
27375577.pdf,BUSINESS-DEVELOPMENT,10.34,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\27375577.pdf
15471999.pdf,DESIGNER,10.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\15471999.pdf
38225199.pdf,FINANCE,10.33,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\38225199.pdf
23771896.pdf,PUBLIC-RELATIONS,10.3,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\23771896.pdf
18159866.pdf,INFORMATION-TECHNOLOGY,10.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\18159866.pdf
47487091.pdf,AUTOMOBILE,10.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\47487091.pdf
12059610.pdf,APPAREL,10.29,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\12059610.pdf
20211577.pdf,HEALTHCARE,10.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\20211577.pdf
58208591.pdf,APPAREL,10.28,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\58208591.pdf
13080868.pdf,BUSINESS-DEVELOPMENT,10.24,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\13080868.pdf
27485716.pdf,INFORMATION-TECHNOLOGY,10.24,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\27485716.pdf
26924514.pdf,DESIGNER,10.24,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\26924514.pdf
28623782.pdf,FINANCE,10.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\28623782.pdf
39855211.pdf,ENGINEERING,10.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\39855211.pdf
17342969.pdf,CONSTRUCTION,10.23,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\17342969.pdf
33803142.pdf,HEALTHCARE,10.22,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\33803142.pdf
85421438.pdf,HEALTHCARE,10.21,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\85421438.pdf
30965258.pdf,DESIGNER,10.2,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\30965258.pdf
30968749.pdf,DESIGNER,10.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\30968749.pdf
29999135.pdf,ACCOUNTANT,10.19,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\29999135.pdf
21338490.pdf,ACCOUNTANT,10.18,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\21338490.pdf
28013287.pdf,TEACHER,10.16,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\28013287.pdf
28679359.pdf,DIGITAL-MEDIA,10.15,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\28679359.pdf
75286906.pdf,ACCOUNTANT,10.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\75286906.pdf
16300459.pdf,BANKING,10.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\16300459.pdf
12920612.pdf,PUBLIC-RELATIONS,10.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\12920612.pdf
27084878.pdf,FITNESS,10.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\27084878.pdf
21629057.pdf,ENGINEERING,10.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\21629057.pdf
27788376.pdf,CONSULTANT,10.14,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\27788376.pdf
24508725.pdf,HR,10.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\24508725.pdf
20024870.pdf,INFORMATION-TECHNOLOGY,10.13,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\20024870.pdf
21663616.pdf,PUBLIC-RELATIONS,10.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\21663616.pdf
39650734.pdf,HR,10.12,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\39650734.pdf
19053815.pdf,DIGITAL-MEDIA,10.11,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\19053815.pdf
90365216.pdf,FITNESS,10.1,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\90365216.pdf
34554248.pdf,HR,10.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\34554248.pdf
54101961.pdf,SALES,10.07,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\54101961.pdf
95792386.pdf,CONSULTANT,10.06,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\95792386.pdf
12938389.pdf,FITNESS,10.05,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\12938389.pdf
11163645.pdf,ACCOUNTANT,10.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\11163645.pdf
11835339.pdf,CONSULTANT,10.03,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\11835339.pdf
23185829.pdf,CHEF,10.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\23185829.pdf
21238396.pdf,FITNESS,10.02,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\21238396.pdf
25718772.pdf,AVIATION,10.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\25718772.pdf
80162314.pdf,HR,10.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\80162314.pdf
36694627.pdf,ADVOCATE,10.0,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\36694627.pdf
11850315.pdf,PUBLIC-RELATIONS,9.99,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\11850315.pdf
65062795.pdf,CONSULTANT,9.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\65062795.pdf
26048718.pdf,HR,9.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\26048718.pdf
92985983.pdf,CHEF,9.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\92985983.pdf
29087505.pdf,CONSTRUCTION,9.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\29087505.pdf
98108571.pdf,SALES,9.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\98108571.pdf
17571262.pdf,AUTOMOBILE,9.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\17571262.pdf
73497035.pdf,ARTS,9.98,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\73497035.pdf
49119887.pdf,PUBLIC-RELATIONS,9.97,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\49119887.pdf
78538268.pdf,ADVOCATE,9.96,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\78538268.pdf
19850482.pdf,INFORMATION-TECHNOLOGY,9.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\19850482.pdf
42164460.pdf,ADVOCATE,9.95,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\42164460.pdf
75744306.pdf,HEALTHCARE,9.94,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\75744306.pdf
35985133.pdf,APPAREL,9.93,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\35985133.pdf
25656981.pdf,CONSTRUCTION,9.91,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\25656981.pdf
67582956.pdf,DESIGNER,9.91,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\67582956.pdf
27558837.pdf,ACCOUNTANT,9.91,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\27558837.pdf
84512719.pdf,AGRICULTURE,9.9,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\84512719.pdf
29815762.pdf,SALES,9.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\29815762.pdf
28756444.pdf,CONSTRUCTION,9.89,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\28756444.pdf
37792474.pdf,SALES,9.88,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\37792474.pdf
32802563.pdf,ENGINEERING,9.86,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\32802563.pdf
19497420.pdf,PUBLIC-RELATIONS,9.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\19497420.pdf
21060367.pdf,ARTS,9.85,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\21060367.pdf
11807040.pdf,DESIGNER,9.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\11807040.pdf
24967652.pdf,FINANCE,9.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\24967652.pdf
25023614.pdf,DESIGNER,9.84,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\25023614.pdf
32794700.pdf,ARTS,9.83,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\32794700.pdf
29612672.pdf,FINANCE,9.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\29612672.pdf
29449419.pdf,CHEF,9.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\29449419.pdf
47996197.pdf,HEALTHCARE,9.81,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\47996197.pdf
22496394.pdf,DESIGNER,9.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\22496394.pdf
10674770.pdf,ACCOUNTANT,9.8,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\10674770.pdf
29510501.pdf,AGRICULTURE,9.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\29510501.pdf
30148777.pdf,AVIATION,9.79,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\30148777.pdf
29908929.pdf,BUSINESS-DEVELOPMENT,9.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\29908929.pdf
18316239.pdf,HR,9.77,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\18316239.pdf
45167858.pdf,BANKING,9.76,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\45167858.pdf
23246831.pdf,ACCOUNTANT,9.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\23246831.pdf
27409087.pdf,FINANCE,9.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\27409087.pdf
32977530.pdf,HR,9.75,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\32977530.pdf
28377361.pdf,SALES,9.74,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\28377361.pdf
69199666.pdf,HEALTHCARE,9.73,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\69199666.pdf
62994611.pdf,AGRICULTURE,9.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\62994611.pdf
14014749.pdf,DESIGNER,9.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\14014749.pdf
87635012.pdf,ACCOUNTANT,9.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\87635012.pdf
23914451.pdf,HR,9.72,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\23914451.pdf
22884757.pdf,TEACHER,9.71,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\TEACHER\22884757.pdf
27496514.pdf,HR,9.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\27496514.pdf
16803215.pdf,ENGINEERING,9.7,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\16803215.pdf
20986595.pdf,DESIGNER,9.69,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\20986595.pdf
31220062.pdf,PUBLIC-RELATIONS,9.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\31220062.pdf
22259475.pdf,ADVOCATE,9.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ADVOCATE\22259475.pdf
18067556.pdf,INFORMATION-TECHNOLOGY,9.68,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\18067556.pdf
81011612.pdf,DESIGNER,9.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\81011612.pdf
55595908.pdf,ENGINEERING,9.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\55595908.pdf
85766635.pdf,PUBLIC-RELATIONS,9.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\85766635.pdf
45462344.pdf,PUBLIC-RELATIONS,9.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\45462344.pdf
11677012.pdf,DIGITAL-MEDIA,9.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\11677012.pdf
23085604.pdf,DIGITAL-MEDIA,9.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\23085604.pdf
24184357.pdf,HR,9.67,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\24184357.pdf
33381211.pdf,INFORMATION-TECHNOLOGY,9.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\33381211.pdf
22852364.pdf,APPAREL,9.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\22852364.pdf
39166680.pdf,DIGITAL-MEDIA,9.66,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\39166680.pdf
14515954.pdf,FITNESS,9.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\14515954.pdf
32042584.pdf,BUSINESS-DEVELOPMENT,9.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BUSINESS-DEVELOPMENT\32042584.pdf
12518008.pdf,ENGINEERING,9.65,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\12518008.pdf
28949406.pdf,CONSTRUCTION,9.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\28949406.pdf
39675895.pdf,FINANCE,9.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\39675895.pdf
22732234.pdf,AUTOMOBILE,9.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AUTOMOBILE\22732234.pdf
15083600.pdf,CONSULTANT,9.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\15083600.pdf
38565119.pdf,DESIGNER,9.64,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DESIGNER\38565119.pdf
12085736.pdf,DIGITAL-MEDIA,9.63,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\12085736.pdf
86828820.pdf,ENGINEERING,9.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\86828820.pdf
18062906.pdf,SALES,9.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\18062906.pdf
18334783.pdf,HR,9.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\18334783.pdf
57706851.pdf,BPO,9.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BPO\57706851.pdf
46260230.pdf,INFORMATION-TECHNOLOGY,9.62,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\46260230.pdf
22450718.pdf,INFORMATION-TECHNOLOGY,9.61,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\INFORMATION-TECHNOLOGY\22450718.pdf
88691367.pdf,CONSULTANT,9.61,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\88691367.pdf
18036030.pdf,CHEF,9.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\18036030.pdf
27637576.pdf,ACCOUNTANT,9.58,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\27637576.pdf
26173524.pdf,PUBLIC-RELATIONS,9.57,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\26173524.pdf
70541112.pdf,FINANCE,9.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\70541112.pdf
13328680.pdf,DIGITAL-MEDIA,9.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\13328680.pdf
37087371.pdf,PUBLIC-RELATIONS,9.55,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\37087371.pdf
53701275.pdf,PUBLIC-RELATIONS,9.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\53701275.pdf
85973397.pdf,PUBLIC-RELATIONS,9.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\85973397.pdf
31273413.pdf,ARTS,9.54,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\31273413.pdf
14391434.pdf,BANKING,9.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\14391434.pdf
65219288.pdf,AVIATION,9.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\65219288.pdf
34198885.pdf,ACCOUNTANT,9.53,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\34198885.pdf
21763056.pdf,ACCOUNTANT,9.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\21763056.pdf
37335325.pdf,ENGINEERING,9.51,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ENGINEERING\37335325.pdf
21549195.pdf,PUBLIC-RELATIONS,9.5,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\PUBLIC-RELATIONS\21549195.pdf
29050809.pdf,ACCOUNTANT,9.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ACCOUNTANT\29050809.pdf
16852973.pdf,HR,9.48,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\16852973.pdf
14181049.pdf,FINANCE,9.46,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\14181049.pdf
32799518.pdf,CONSTRUCTION,9.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\32799518.pdf
81217013.pdf,FINANCE,9.45,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\81217013.pdf
63670997.pdf,CONSULTANT,9.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\63670997.pdf
11378657.pdf,HEALTHCARE,9.44,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\11378657.pdf
11677077.pdf,APPAREL,9.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\APPAREL\11677077.pdf
89512321.pdf,BPO,9.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BPO\89512321.pdf
12826414.pdf,CONSTRUCTION,9.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSTRUCTION\12826414.pdf
29076405.pdf,CONSULTANT,9.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\29076405.pdf
19936735.pdf,CONSULTANT,9.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CONSULTANT\19936735.pdf
17584743.pdf,DIGITAL-MEDIA,9.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\17584743.pdf
11444536.pdf,CHEF,9.43,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\CHEF\11444536.pdf
21796843.pdf,BANKING,9.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\21796843.pdf
23323001.pdf,BANKING,9.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\BANKING\23323001.pdf
77638654.pdf,FINANCE,9.42,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\77638654.pdf
23929500.pdf,SALES,9.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\SALES\23929500.pdf
27936502.pdf,ARTS,9.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\ARTS\27936502.pdf
18827609.pdf,HR,9.41,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\18827609.pdf
32947778.pdf,HR,9.4,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HR\32947778.pdf
87520378.pdf,HEALTHCARE,9.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\HEALTHCARE\87520378.pdf
14413148.pdf,FINANCE,9.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FINANCE\14413148.pdf
26070334.pdf,AGRICULTURE,9.39,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AGRICULTURE\26070334.pdf
19818707.pdf,AVIATION,9.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\AVIATION\19818707.pdf
17432318.pdf,DIGITAL-MEDIA,9.38,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\DIGITAL-MEDIA\17432318.pdf
23477199.pdf,FITNESS,9.37,C:\Users\arjun\OneDrive\Desktop\resumescren\dataset\data\data\FITNESS\23477199.pdf
